surface,symbol,entrezgene or _id,ensembl_id,pdb_id,name
Myc,MYC,4609,ENSG00000136997,"['1A93', '1EE4', '1MV0', '1NKP', '2A93', '2OR9', '4Y7R', '5I4Z', '5I50', '6C4U', '6E16', '6E24', '6G6J', '6G6K', '6G6L']","MYC proto-oncogene, bHLH transcription factor"
Myf5,MYF5,4617,ENSG00000111049,,myogenic factor 5
Myf-5,myf5.L,397960,,,myogenic factor 5 L homeolog
MyoD1,MYOD1,4654,ENSG00000129152,,myogenic differentiation 1
Myogenin,MYOG,4656,ENSG00000122180,,myogenin
myogenin,MYOG,4656,ENSG00000122180,,myogenin
Myosin heavy chain A,a,50518,ENSMUSG00000027596,,nonagouti
myosin heavy chains,MYH1,4619,ENSG00000109061,,myosin heavy chain 1
myosins,PAS_chr4_0618,8201327,PAS_chr4_0618,,One of two type I myosins
myosins IB,Ib,912261,,,hypothetical protein
N,N,109544,,,naked
NAB1,NAB1,4664,ENSG00000138386,2YUF,NGFI-A binding protein 1
N-cadherin,cdhn-b,378519,,,"N-cadherin, clone 9"
NCF2,NCF2,4688,ENSG00000116701,"['1E96', '1HH8', '1K4U', '1OEY', '1WM5', '2DMO']",neutrophil cytosolic factor 2
nestin,NES,10763,ENSG00000132688,,nestin
Neuropilin-1,NRP1,8829,ENSG00000099250,"['1KEX', '2QQI', '2QQM', '2QQN', '3I97', '4DEQ', '4RN5', '5C7G', '5IJR', '5IYY', '5J1X', '5JGI', '5JGQ', '5JHK', '5L73', '6FMC', '6FMF', '6TKK', '7JJC']",neuropilin 1
nonerythroid spectrin,SPTAN1,374234,ENSGALG00000004719,"['1AEY', '1AJ3', '1BK2', '1CUN', '1E6G', '1E6H', '1E7O', '1G2B', '1H8K', '1HD3', '1M8M', '1NEG', '1PWT', '1QKW', '1QKX', '1SHG', '1TUC', '1TUD', '1U06', '1U4Q', '1U5P', '1UUE', '2CDT', '2F2V', '2F2W', '2F2X', '2JM8', '2JM9', '2JMA', '2JMC', '2KR3', '2KXD', '2LJ3', '2NUZ', '2OAW', '2RMO', '2ROT', '3I9Q', '3M0P', '3M0Q', '3M0R', '3M0S', '3M0T', '3M0U', '3NGP', '4F16', '4F17', '5IHI', '5IHK', '5IHN', '5M6S']","spectrin alpha, non-erythrocytic 1"
nonmuscle myosin heavy chain IIB,MS3_0013062,24596808,,,"putative myosin-10 (Myosin heavy chain, nonmuscle IIb)"
nonmuscle myosin heavy chain II-B,,Smp_046060,,,"Putative myosin-10 (Myosin heavy chain, nonmuscle IIb) (Nonmuscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB) (Cellular myosin heavy chain, type B) (Nonmuscle myosin heavy chain-B) (NMMHC-B)"
nonmuscle-type myosin heavy chain,,Smp_046060,,,"Putative myosin-10 (Myosin heavy chain, nonmuscle IIb) (Nonmuscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB) (Cellular myosin heavy chain, type B) (Nonmuscle myosin heavy chain-B) (NMMHC-B)"
NP-1,NP-1,3711586,,,NP-1
NRP1,NRP1,8829,ENSG00000099250,"['1KEX', '2QQI', '2QQM', '2QQN', '3I97', '4DEQ', '4RN5', '5C7G', '5IJR', '5IYY', '5J1X', '5JGI', '5JGQ', '5JHK', '5L73', '6FMC', '6FMF', '6TKK', '7JJC']",neuropilin 1
nuclear basic proteins,VCY1B,353513,ENSG00000129862,,variable charge Y-linked 1B
nuclear receptor coactivator,RECEPTOR,443145,,,neuropilin-1
nucleosomes,PAS_chr4_0157,8201067,PAS_chr4_0157,,"Histone variant H2AZ, exchanged for histone H2A in nucleosomes by the SWR1 complex"
N-WASP,wasl.L,431898,,,WASP like actin nucleation promoting factor L homeolog
ORC1,ORC1,4998,ENSG00000085840,"['5UJ7', '5UJM', '6P3W', '7CTF', '7CTG', '7JPO', '7JPP', '7JPR', '7JPS']",origin recognition complex subunit 1
ORC3,ORC3,23595,ENSG00000135336,"['5UJ8', '5UJM', '7CTE', '7CTF', '7CTG', '7JPO', '7JPP', '7JPQ', '7JPR', '7JPS']",origin recognition complex subunit 3
ORC4,ORC4,5000,ENSG00000115947,"['5UJ7', '5UJM', '7CTE', '7CTF', '7CTG', '7JPO', '7JPP', '7JPQ', '7JPR', '7JPS']",origin recognition complex subunit 4
ORC5,ORC5,5001,ENSG00000164815,"['5UJ7', '5UJM', '7CTE', '7CTF', '7CTG', '7JPO', '7JPP', '7JPQ', '7JPR', '7JPS']",origin recognition complex subunit 5
OSM,OSM,5008,ENSG00000099985,1EVS,oncostatin M
p120,p120,5788303,,,P120
p120cas,ctnnd1,100101665,ENSXETG00000007089,,catenin delta 1
p16INK4,CDKN2A,1029,ENSG00000147889,"['1A5E', '1BI7', '1DC2', '2A5E']",cyclin dependent kinase inhibitor 2A
p16ink4a,cdkn2a/b,103182848,ENSCMIG00000011795,,"cyclin-dependent kinase inhibitor 2A/B (p15, inhibits CDK4)"
p21WAF1,Lcmt2,329504,ENSMUSG00000074890,,leucine carboxyl methyltransferase 2
p27kip,RNF139,11236,ENSG00000170881,,ring finger protein 139
p300,EP300,2033,ENSG00000100393,"['1L3E', '1P4Q', '2K8F', '2MH0', '2MZD', '3BIY', '3I3J', '3IO2', '3P57', '3T92', '4BHW', '4PZR', '4PZS', '4PZT', '5BT3', '5KJ2', '5LKT', '5LKU', '5LKX', '5LKZ', '5LPK', '5LPM', '5NU5', '5XZC', '6DS6', '6FGN', '6FGS', '6GYR', '6GYT', '6K4N', '6PF1', '6PGU', '6V8B', '6V8K', '6V8N', '6V90', '7LJE']",E1A binding protein p300
p55-R,PIK3R3,8503,ENSG00000117461,,phosphoinositide-3-kinase regulatory subunit 3
p57KIP2,Cdkn1c,246060,ENSRNOG00000059500,,cyclin-dependent kinase inhibitor 1C
paxillin,PXN,5829,ENSG00000089159,"['1KKY', '1KL0', '1OW6', '1OW7', '1OW8', '2K2R', '2O9V', '2VZD', '2VZG', '2VZI', '3GM1', '3PY7', '3RQE', '3RQF', '3RQG', '3U3F', '4EDN', '4R32', '4XGZ', '4XH2', '5UWH', '6IUI', '6PW8', '6U4M', '6U4N']",paxillin
P-cadherin,CDH3,102430113,,,cadherin 3
PCNA,PCNA,5111,ENSG00000132646,"['1AXC', '1U76', '1U7B', '1UL1', '1VYJ', '1VYM', '1W60', '2ZVK', '2ZVL', '2ZVM', '3JA9', '3P87', '3TBL', '3VKX', '3WGW', '4D2G', '4RJF', '4ZTD', '5E0T', '5E0U', '5E0V', '5IY4', '5MAV', '5MLO', '5MLW', '5MOM', '5YCO', '5YD8', '6CBI', '6EHT', '6FCM', '6FCN', '6GIS', '6GWS', '6HVO', '6K3A', '6QC0', '6QCG', '6S1M', '6S1N', '6S1O', '6TNY', '6TNZ', '6VVO', '7EFA', '7KQ0', '7KQ1']",proliferating cell nuclear antigen
PDGF,,CPIJ019107,,,Pdgf/vegf receptor
PDGF receptor,RECEPTOR,443145,,,neuropilin-1
PDGF-AB,COL5A2,1290,ENSG00000204262,1A9A,collagen type V alpha 2 chain
pE3,PE3,886826,,,PE family protein PE3
PF4,PF4,5196,ENSG00000163737,"['1DN3', '1F9Q', '1F9R', '1F9S', '1PFM', '1PFN', '1RHP', '4R9W', '4R9Y', '4RAU']",platelet factor 4
PIP kinases,PIP,5304,ENSG00000159763,3ES6,prolactin induced protein
Pkc1p,PAS_chr1-3_0100,8197410,PAS_chr1-3_0100,,Phosphatidylinositol-4-kinase that functions in the Pkc1p protein kinase pathway
PKC-delta,PRKCG,100009102,,,protein kinase C gamma
plakoglobin,JUP,3728,ENSG00000173801,3IFQ,junction plakoglobin
platelet,PFKP,5214,ENSG00000067057,"['4RH3', '4U1R', '4WL0', '4XYJ', '4XYK', '4XZ2']","phosphofructokinase, platelet"
platelet profilin,profilin,543782,Solyc08g066110.3,,profilin protein
Platelet talin,Tln1,21894,ENSMUSG00000028465,"['1SJ7', '1SJ8', '1T01', '1U89', '1XWX', '1Y19', '1ZW3', '2B0H', '2G35', '2JSW', '2KBB', '2KC1', '2KC2', '2KGX', '2KMA', '2KVP', '2L10', '2L7A', '2L7N', '2LQG', '2QDQ', '2X0C', '3DYJ', '3IVF', '3S90', '4F7G', '4W8P', '5FZT', '5IC0', '5IC1', '5NL1', '6BA6', '6MFS', '6TWN', '6VGU']",talin 1
PMS1,PMS1,5378,ENSG00000064933,2CS1,"PMS1 homolog 1, mismatch repair system component"
PMS2,PMS2,5395,ENSG00000122512,"['1EA6', '1H7S', '1H7U', '5U5R', '6MFQ']","PMS1 homolog 2, mismatch repair system component"
pollen profilin,profilin,543782,Solyc08g066110.3,,profilin protein
pp125,LOC110904570,110904570,,,"pentatricopeptide repeat-containing protein At1g74900, mitochondrial"
pp60,src.L,380430,,,"SRC proto-oncogene, non-receptor tyrosine kinase L homeolog"
pRB,LOC111002126,111002126,,,opsin-3
pRb,LOC111002126,111002126,,,opsin-3
primosome,ELI_RS10430,68363473,,,primosome
Profilin,profilin,543782,Solyc08g066110.3,,profilin protein
profilin,profilin,543782,Solyc08g066110.3,,profilin protein
Profilin I,profilin,543782,Solyc08g066110.3,,profilin protein
profilin I,profilin,543782,Solyc08g066110.3,,profilin protein
Profilin II,profilin,543782,Solyc08g066110.3,,profilin protein
profilin II,profilin,543782,Solyc08g066110.3,,profilin protein
profilins Ia,Ia,912260,,,putative transport protein
proliferating cell nuclear antigen,PCNA,5111,ENSG00000132646,"['1AXC', '1U76', '1U7B', '1UL1', '1VYJ', '1VYM', '1W60', '2ZVK', '2ZVL', '2ZVM', '3JA9', '3P87', '3TBL', '3VKX', '3WGW', '4D2G', '4RJF', '4ZTD', '5E0T', '5E0U', '5E0V', '5IY4', '5MAV', '5MLO', '5MLW', '5MOM', '5YCO', '5YD8', '6CBI', '6EHT', '6FCM', '6FCN', '6GIS', '6GWS', '6HVO', '6K3A', '6QC0', '6QCG', '6S1M', '6S1N', '6S1O', '6TNY', '6TNZ', '6VVO', '7EFA', '7KQ0', '7KQ1']",proliferating cell nuclear antigen
proteasome,POMP,51371,ENSG00000132963,,proteasome maturation protein
PRT1,Prt1,104299,,,pancreatic proteinase 1
Rac,RAC,Smp_062300,,,Putative rac gtpase
RAD1,RAD1,5810,ENSG00000113456,"['3A1J', '3G65', '3GGR', '6J8Y']",RAD1 checkpoint DNA exonuclease
RAD17,RAD17,5884,,,RAD17 checkpoint clamp loader component
rad18,RAD18,56852,ENSG00000070950,"['2MRE', '2MRF', '2Y43', '2YBF', '5VF0']",RAD18 E3 ubiquitin protein ligase
RAD50,RAD50,10111,ENSG00000113522,5GOX,RAD50 double strand break repair protein
rad50,RAD50,10111,ENSG00000113522,5GOX,RAD50 double strand break repair protein
RAD51,RAD51,5888,ENSG00000051180,"['1B22', '1N0W', '5H1B', '5H1C', '5JZC', '5NP7', '5NWL', '7C9A']",RAD51 recombinase
Rad51,RAD51,5888,ENSG00000051180,"['1B22', '1N0W', '5H1B', '5H1C', '5JZC', '5NP7', '5NWL', '7C9A']",RAD51 recombinase
RAD52,RAD52,5893,ENSG00000002016,"['1H2I', '1KN0', '5JRB', '5XRZ', '5XS0']","RAD52 homolog, DNA repair protein"
Rad52,RAD52,5893,ENSG00000002016,"['1H2I', '1KN0', '5JRB', '5XRZ', '5XS0']","RAD52 homolog, DNA repair protein"
rad52,RAD52,5893,ENSG00000002016,"['1H2I', '1KN0', '5JRB', '5XRZ', '5XS0']","RAD52 homolog, DNA repair protein"
RAFT1,mtor,100491970,ENSXETG00000017426,,mechanistic target of rapamycin kinase
RAIDD,cradd.2,100489885,ENSXETG00000025801,,"CASP2 and RIPK1 domain containing adaptor with death, gene 2"
Rap1A,RAP1A,5906,ENSG00000116473,"['1C1Y', '1GUA', '3KUC', '4KVG']","RAP1A, member of RAS oncogene family"
RAS,ras,19412,,,resistance to audiogenic seizures
Ras,ras,19412,,,resistance to audiogenic seizures
Rep-3,rep,904774,,,ribulose-phosphate 3-epimerase
replication factor A,a,50518,ENSMUSG00000027596,,nonagouti
RFC5,RFC5,5985,ENSG00000111445,"['1LFS', '6VVO']",replication factor C subunit 5
Rho,RHO,6010,ENSG00000163914,"['4ZWJ', '5DGY', '5W0P', '6CMO']",rhodopsin
Rho GTPase,RHO,6010,ENSG00000163914,"['4ZWJ', '5DGY', '5W0P', '6CMO']",rhodopsin
RIP,Rip,110628,,,regulation of phenobarbitol-inducible P450
RIP kinase,Rip,110628,,,regulation of phenobarbitol-inducible P450
S-100,S100B,100009495,,,S100 calcium binding protein B
sarcomeric myosin heavy chain,Mhc,35007,FBgn0264695,5W1A,Myosin heavy chain
Scar,SCAR,34519,FBgn0041781,,SCAR
Sec1,Sec1,56546,ENSMUSG00000040364,,secretory blood group 1
semaphorins,SEMA4G,57715,ENSG00000095539,,semaphorin 4G
SF,SF,6420,,,Stoltzfus blood group
Single-headed myosin,MYO9B,4650,ENSG00000099331,"['5C5S', '5HPY']",myosin IXB
SJL1,INP51,854815,YIL002C,,phosphoinositide 5-phosphatase INP51
skeletal muscle myosin heavy chain,Myhs,110384,,,"myosin heavy chain, skeletal muscle"
skeletal myosin heavy chain,Myhs,110384,,,"myosin heavy chain, skeletal muscle"
SM1,SM1,7911,,,"Schistosoma mansoni, susceptibility/resistance to"
SM2,SM2,53366,,,Hepatic fibrosis susceptibility due to Schistosoma mansoni infection
small GTP-binding proteins,small,914662,,,Hok/gef family protein
small hydrophobic,small,914662,,,Hok/gef family protein
SMC myosin heavy chain,smc,20590,,,spondylo-metaphyseal chondrodysplasia
SMemb,Myh10,77579,ENSMUSG00000020900,,"myosin, heavy polypeptide 10, non-muscle"
SMHC,myh11.L,495286,,,myosin heavy chain 11 L homeolog
smooth muscle myosin,Myh11,17880,ENSMUSG00000018830,,"myosin, heavy polypeptide 11, smooth muscle"
smooth muscle myosin heavy-chain,LOC103051967,103051967,,,"myosin heavy chain, embryonic smooth muscle isoform"
Smooth muscle talin,Tln1,21894,ENSMUSG00000028465,"['1SJ7', '1SJ8', '1T01', '1U89', '1XWX', '1Y19', '1ZW3', '2B0H', '2G35', '2JSW', '2KBB', '2KC1', '2KC2', '2KGX', '2KMA', '2KVP', '2L10', '2L7A', '2L7N', '2LQG', '2QDQ', '2X0C', '3DYJ', '3IVF', '3S90', '4F7G', '4W8P', '5FZT', '5IC0', '5IC1', '5NL1', '6BA6', '6MFS', '6TWN', '6VGU']",talin 1
smoothelin,SMTN,6525,ENSG00000183963,2D87,smoothelin
SNAP-23,SNAP23,112311280,,,synaptosome associated protein 23
SNF11,SNF11,851645,YDR073W,,Snf11p
soluble NRP1,NRP1,8829,ENSG00000099250,"['1KEX', '2QQI', '2QQM', '2QQN', '3I97', '4DEQ', '4RN5', '5C7G', '5IJR', '5IYY', '5J1X', '5JGI', '5JGQ', '5JHK', '5L73', '6FMC', '6FMF', '6TKK', '7JJC']",neuropilin 1
SP2,SP2,6668,ENSG00000167182,,Sp2 transcription factor
spectrin,SPTB,6710,ENSG00000070182,"['1S35', '3EDU', '3F57', '3KBT', '3KBU', '3LBX']","spectrin beta, erythrocytic"
spleen,Bsp,103993,,,black spleen
spleen profilin,profilin,543782,Solyc08g066110.3,,profilin protein
Src,SRC,6714,ENSG00000197122,"['1A07', '1A08', '1A09', '1A1A', '1A1B', '1A1C', '1A1E', '1FMK', '1HCS', '1HCT', '1KSW', '1O41', '1O42', '1O43', '1O44', '1O45', '1O46', '1O47', '1O48', '1O49', '1O4A', '1O4B', '1O4C', '1O4D', '1O4E', '1O4F', '1O4G', '1O4H', '1O4I', '1O4J', '1O4K', '1O4L', '1O4M', '1O4N', '1O4O', '1O4P', '1O4Q', '1O4R', '1SHD', '1Y57', '1YI6', '1YOJ', '1YOL', '1YOM', '2BDF', '2BDJ', '2H8H', '2SRC', '3VRO', '3ZMP', '3ZMQ', '4F59', '4F5A', '4F5B', '4HXJ', '4K11', '4MXO', '4MXX', '4MXY', '4MXZ', '6ATE', '6C4S', '6E6E', '6EHJ']","SRC proto-oncogene, non-receptor tyrosine kinase"
srs2,SRS2,118027463,,,Silver-Russell syndrome 2
SSB,SSB,6741,ENSG00000138385,"['1OWX', '1S79', '1S7A', '1YTY', '1ZH5', '2VOD', '2VON', '2VOO', '2VOP']",small RNA binding exonuclease protection factor La
Stat1,STAT1,6772,ENSG00000115415,"['1BF5', '1YVL', '2KA6', '3WWT']",signal transducer and activator of transcription 1
Tbeta4,Tmsb4x,19241,ENSMUSG00000049775,"['1T44', '3M3N']","thymosin, beta 4, X chromosome"
Tcf-4,Dkk4,234130,ENSMUSG00000031535,,dickkopf WNT signaling pathway inhibitor 4
TESK1,TESK1,7016,ENSG00000107140,,testis associated actin remodelling kinase 1
TESK2,TESK2,10420,ENSG00000070759,,testis associated actin remodelling kinase 2
TFIIIC,tfIIIC,10447076,,,TATA binding protein of transcription factor IIIC
TGFbeta RII,tgfbr2.S,108719963,,,transforming growth factor beta receptor 2 S homeolog
Thrombin,F2,2147,ENSG00000180210,"['1A2C', '1A3B', '1A3E', '1A46', '1A4W', '1A5G', '1A61', '1ABI', '1ABJ', '1AD8', '1AE8', '1AFE', '1AHT', '1AI8', '1AIX', '1AWF', '1AWH', '1AY6', '1B5G', '1B7X', '1BA8', '1BB0', '1BCU', '1BHX', '1BMM', '1BMN', '1BTH', '1C1U', '1C1V', '1C1W', '1C4U', '1C4V', '1C4Y', '1C5L', '1C5N', '1C5O', '1CA8', '1D3D', '1D3P', '1D3Q', '1D3T', '1D4P', '1D6W', '1D9I', '1DE7', '1DIT', '1DM4', '1DOJ', '1DWB', '1DWC', '1DWD', '1DWE', '1DX5', '1E0F', '1EB1', '1EOJ', '1EOL', '1FPC', '1FPH', '1G30', '1G32', '1G37', '1GHV', '1GHW', '1GHX', '1GHY', '1GJ4', '1GJ5', '1H8D', '1H8I', '1HAG', '1HAH', '1HAI', '1HAO', '1HAP', '1HBT', '1HDT', '1HGT', '1HLT', '1HUT', '1HXE', '1HXF', '1IHS', '1IHT', '1JMO', '1JOU', '1JWT', '1K21', '1K22', '1KTS', '1KTT', '1LHC', '1LHD', '1LHE', '1LHF', '1LHG', '1MH0', '1MU6', '1MU8', '1MUE', '1NM6', '1NO9', '1NRN', '1NRO', '1NRP', '1NRQ', '1NRR', '1NRS', '1NT1', '1NU7', '1NU9', '1NY2', '1NZQ', '1O0D', '1O2G', '1O5G', '1OOK', '1OYT', '1P8V', '1PPB', '1QBV', '1QHR', '1QJ1', '1QJ6', '1QJ7', '1QUR', '1RD3', '1RIW', '1SB1', '1SFQ', '1SG8', '1SGI', '1SHH', '1SL3', '1SR5', '1T4U', '1T4V', '1TA2', '1TA6', '1TB6', '1TBZ', '1THP', '1THR', '1THS', '1TMB', '1TMT', '1TMU', '1TOM', '1TQ0', '1TQ7', '1TWX', '1UMA', '1UVS', '1VR1', '1VZQ', '1W7G', '1WAY', '1WBG', '1XM1', '1XMN', '1YPE', '1YPG', '1YPJ', '1YPK', '1YPL', '1YPM', '1Z71', '1Z8I', '1Z8J', '1ZGI', '1ZGV', '1ZRB', '2A0Q', '2A2X', '2A45', '2AFQ', '2ANK', '2ANM', '2B5T', '2BDY', '2BVR', '2BVS', '2BVX', '2BXT', '2BXU', '2C8W', '2C8X', '2C8Y', '2C8Z', '2C90', '2C93', '2CF8', '2CF9', '2CN0', '2FEQ', '2FES', '2GDE', '2GP9', '2H9T', '2HGT', '2HNT', '2HPP', '2HPQ', '2HWL', '2JH0', '2JH5', '2JH6', '2OD3', '2PGB', '2PGQ', '2PKS', '2PW8', '2R2M', '2THF', '2UUF', '2UUJ', '2UUK', '2V3H', '2V3O', '2ZC9', '2ZDA', '2ZDV', '2ZF0', '2ZFF', '2ZFP', '2ZFQ', '2ZFR', '2ZG0', '2ZGB', '2ZGX', '2ZHE', '2ZHF', '2ZHQ', '2ZHW', '2ZI2', '2ZIQ', '2ZNK', '2ZO3', '3B23', '3B9F', '3BEF', '3BEI', '3BF6', '3BIU', '3BIV', '3BV9', '3C1K', '3C27', '3D49', '3DA9', '3DD2', '3DHK', '3DT0', '3DUX', '3E6P', '3EE0', '3EGK', '3EQ0', '3F68', '3GIC', '3GIS', '3HAT', '3HKJ', '3HTC', '3JZ1', '3JZ2', '3K65', '3LDX', '3LU9', '3NXP', '3P17', '3P6Z', '3P70', '3PMH', '3PO1', '3QDZ', '3QGN', '3QLP', '3QTO', '3QTV', '3QWC', '3QX5', '3R3G', '3RLW', '3RLY', '3RM0', '3RM2', '3RML', '3RMM', '3RMN', '3RMO', '3S7H', '3S7K', '3SHA', '3SHC', '3SI3', '3SI4', '3SQE', '3SQH', '3SV2', '3T5F', '3TU7', '3U69', '3U8O', '3U8R', '3U8T', '3U98', '3U9A', '3UTU', '3UWJ', '3VXE', '3VXF', '4AX9', '4AYV', '4AYY', '4AZ2', '4BAH', '4BAK', '4BAM', '4BAN', '4BAO', '4BAQ', '4BOH', '4CH2', '4CH8', '4DIH', '4DII', '4DT7', '4DY7', '4E05', '4E06', '4E7R', '4H6S', '4H6T', '4HFP', '4HTC', '4HZH', '4I7Y', '4LOY', '4LXB', '4LZ1', '4LZ4', '4MLF', '4NZQ', '4O03', '4RKJ', '4RKO', '4RN6', '4THN', '4UD9', '4UDW', '4UE7', '4UEH', '4UFD', '4UFE', '4UFF', '4UFG', '4YES', '5A2M', '5AF9', '5AFY', '5AFZ', '5AHG', '5CMX', '5DO4', '5E8E', '5EDK', '5EDM', '5EW1', '5EW2', '5GDS', '5GIM', '5JDU', '5JFD', '5JZY', '5L6N', '5MJT', '5MLS', '5MM6', '5NHU', '5TO3', '5Z5W', '5Z5X', '6BJR', '6C2W', '6EO6', '6EO7', '6EO8', '6EO9', '6V5T', '7KME', '8KME']","coagulation factor II, thrombin"
thrombin,F2,2147,ENSG00000180210,"['1A2C', '1A3B', '1A3E', '1A46', '1A4W', '1A5G', '1A61', '1ABI', '1ABJ', '1AD8', '1AE8', '1AFE', '1AHT', '1AI8', '1AIX', '1AWF', '1AWH', '1AY6', '1B5G', '1B7X', '1BA8', '1BB0', '1BCU', '1BHX', '1BMM', '1BMN', '1BTH', '1C1U', '1C1V', '1C1W', '1C4U', '1C4V', '1C4Y', '1C5L', '1C5N', '1C5O', '1CA8', '1D3D', '1D3P', '1D3Q', '1D3T', '1D4P', '1D6W', '1D9I', '1DE7', '1DIT', '1DM4', '1DOJ', '1DWB', '1DWC', '1DWD', '1DWE', '1DX5', '1E0F', '1EB1', '1EOJ', '1EOL', '1FPC', '1FPH', '1G30', '1G32', '1G37', '1GHV', '1GHW', '1GHX', '1GHY', '1GJ4', '1GJ5', '1H8D', '1H8I', '1HAG', '1HAH', '1HAI', '1HAO', '1HAP', '1HBT', '1HDT', '1HGT', '1HLT', '1HUT', '1HXE', '1HXF', '1IHS', '1IHT', '1JMO', '1JOU', '1JWT', '1K21', '1K22', '1KTS', '1KTT', '1LHC', '1LHD', '1LHE', '1LHF', '1LHG', '1MH0', '1MU6', '1MU8', '1MUE', '1NM6', '1NO9', '1NRN', '1NRO', '1NRP', '1NRQ', '1NRR', '1NRS', '1NT1', '1NU7', '1NU9', '1NY2', '1NZQ', '1O0D', '1O2G', '1O5G', '1OOK', '1OYT', '1P8V', '1PPB', '1QBV', '1QHR', '1QJ1', '1QJ6', '1QJ7', '1QUR', '1RD3', '1RIW', '1SB1', '1SFQ', '1SG8', '1SGI', '1SHH', '1SL3', '1SR5', '1T4U', '1T4V', '1TA2', '1TA6', '1TB6', '1TBZ', '1THP', '1THR', '1THS', '1TMB', '1TMT', '1TMU', '1TOM', '1TQ0', '1TQ7', '1TWX', '1UMA', '1UVS', '1VR1', '1VZQ', '1W7G', '1WAY', '1WBG', '1XM1', '1XMN', '1YPE', '1YPG', '1YPJ', '1YPK', '1YPL', '1YPM', '1Z71', '1Z8I', '1Z8J', '1ZGI', '1ZGV', '1ZRB', '2A0Q', '2A2X', '2A45', '2AFQ', '2ANK', '2ANM', '2B5T', '2BDY', '2BVR', '2BVS', '2BVX', '2BXT', '2BXU', '2C8W', '2C8X', '2C8Y', '2C8Z', '2C90', '2C93', '2CF8', '2CF9', '2CN0', '2FEQ', '2FES', '2GDE', '2GP9', '2H9T', '2HGT', '2HNT', '2HPP', '2HPQ', '2HWL', '2JH0', '2JH5', '2JH6', '2OD3', '2PGB', '2PGQ', '2PKS', '2PW8', '2R2M', '2THF', '2UUF', '2UUJ', '2UUK', '2V3H', '2V3O', '2ZC9', '2ZDA', '2ZDV', '2ZF0', '2ZFF', '2ZFP', '2ZFQ', '2ZFR', '2ZG0', '2ZGB', '2ZGX', '2ZHE', '2ZHF', '2ZHQ', '2ZHW', '2ZI2', '2ZIQ', '2ZNK', '2ZO3', '3B23', '3B9F', '3BEF', '3BEI', '3BF6', '3BIU', '3BIV', '3BV9', '3C1K', '3C27', '3D49', '3DA9', '3DD2', '3DHK', '3DT0', '3DUX', '3E6P', '3EE0', '3EGK', '3EQ0', '3F68', '3GIC', '3GIS', '3HAT', '3HKJ', '3HTC', '3JZ1', '3JZ2', '3K65', '3LDX', '3LU9', '3NXP', '3P17', '3P6Z', '3P70', '3PMH', '3PO1', '3QDZ', '3QGN', '3QLP', '3QTO', '3QTV', '3QWC', '3QX5', '3R3G', '3RLW', '3RLY', '3RM0', '3RM2', '3RML', '3RMM', '3RMN', '3RMO', '3S7H', '3S7K', '3SHA', '3SHC', '3SI3', '3SI4', '3SQE', '3SQH', '3SV2', '3T5F', '3TU7', '3U69', '3U8O', '3U8R', '3U8T', '3U98', '3U9A', '3UTU', '3UWJ', '3VXE', '3VXF', '4AX9', '4AYV', '4AYY', '4AZ2', '4BAH', '4BAK', '4BAM', '4BAN', '4BAO', '4BAQ', '4BOH', '4CH2', '4CH8', '4DIH', '4DII', '4DT7', '4DY7', '4E05', '4E06', '4E7R', '4H6S', '4H6T', '4HFP', '4HTC', '4HZH', '4I7Y', '4LOY', '4LXB', '4LZ1', '4LZ4', '4MLF', '4NZQ', '4O03', '4RKJ', '4RKO', '4RN6', '4THN', '4UD9', '4UDW', '4UE7', '4UEH', '4UFD', '4UFE', '4UFF', '4UFG', '4YES', '5A2M', '5AF9', '5AFY', '5AFZ', '5AHG', '5CMX', '5DO4', '5E8E', '5EDK', '5EDM', '5EW1', '5EW2', '5GDS', '5GIM', '5JDU', '5JFD', '5JZY', '5L6N', '5MJT', '5MLS', '5MM6', '5NHU', '5TO3', '5Z5W', '5Z5X', '6BJR', '6C2W', '6EO6', '6EO7', '6EO8', '6EO9', '6V5T', '7KME', '8KME']","coagulation factor II, thrombin"
thymidylate synthase,Tyms,22171,ENSMUSG00000025747,"['3IHI', '4E5O', '4EB4', '4EIN', '4EZ8', '5FCT', '6F6Z', '6GKO', '6GYJ', '6Y08']",thymidylate synthase
titin,Titin,105255184,,,titin homolog
TNF,TNF,7124,,"['1A8M', '1TNF', '2AZ5', '2E7A', '2TUN', '2ZJC', '2ZPX', '3ALQ', '3IT8', '3L9J', '3WD5', '4G3Y', '4TSV', '4TWT', '4Y6O', '5M2I', '5M2J', '5M2M', '5MU8', '5TSW', '5UUI', '5WUX', '5YOY', '6OOY', '6OOZ', '6OP0', '6RMJ', '6X81', '6X82', '6X83', '6X85', '6X86', '7ASY', '7AT7', '7ATB', '7JRA', '7KP9', '7KPA', '7KPB']",tumor necrosis factor
